,ghazal_id,bayt_id,line,tashbih_cl,kenaye_cl,esteare_cl,jenas_cl,iham_cl,majaz_cl
712,85,3,بس که ما فاتحه و حرز یمانی خواندیم ** وز پی اش سوره اخلاص دمیدیم و برفت,,,,,,
713,85,4,عشوه دادند که بر ما گذری خواهی کرد ** دیدی آخر که چنین عشوه خریدیم و برفت,,,,,,
714,85,5,شد چمان در چمن حسن و لطافت لیکن ** در گلستان وصالش نچمیدیم و برفت,حسن لطافت:چمن / وصال:گلستان,چمیدن در گلستان وصال:برخوردار شدن و رسیدن به وصل معشوق,,,,چمن:باغ
715,85,6,همچو حافظ همه شب ناله و زاری کردیم ** کای دریغا به وداعش نرسیدیم و برفت,,,,,,
716,86,1,ساقی بیا که یار ز رخ پرده برگرفت ** کار چراغ خلوتیان باز درگرفت,,چراغ در گرفتن:رونق گرفتن کسب و کار,,,,
717,86,2,آن شمع سرگرفته دگر چهره برفروخت ** وین پیر سالخورده جوانی ز سر گرفت,,پیرسالخورده:شاعر,,,,
718,86,3,آن عشوه داد عشق که مفتی ز ره برفت ** وان لطف کرد دوست که دشمن حذر گرفت,,,,,,
719,86,4,زنهار از آن عبارت شیرین دلفریب ** گویی که پسته تو سخن در شکر گرفت,,,پسته:دهان,,,
720,86,5,بار غمی که خاطر ما خسته کرده بود ** عیسی دمی خدا بفرستاد و برگرفت,,,,,,
721,86,6,هر سروقد که بر مه و خور حسن می‌فروخت ** چون تو درآمدی پی کاری دگر گرفت,,,,,,
722,86,7,زین قصه هفت گنبد افلاک پرصداست ** کوته نظر ببین که سخن مختصر گرفت,افلاک:گنبد,,,,,
723,86,8,حافظ تو این سخن ز که آموختی که بخت ** تعویذ کرد شعر تو را و به زر گرفت,,,,,,
724,87,1,حسنت به اتفاق ملاحت جهان گرفت ** آری به اتفاق جهان می‌توان گرفت,,,,,,
725,87,2,افشای راز خلوتیان خواست کرد شمع ** شکر خدا که سر دلش در زبان گرفت,,,,,زبان گرفتن:1. زبانش بند آمد و گرفت، لال شد 2. زبانه شمع شعله ور شد,
726,87,3,زین آتش نهفته که در سینه من است ** خورشید شعله‌ایست که در آسمان گرفت,,,آتش نهفته:عشق آتشین و سوزان,,,
727,87,4,می‌خواست گل که دم زند از رنگ و بوی دوست ** از غیرت صبا نفسش در دهان گرفت,,رنگ و بو:شأن و شوکت، جمال و زیبایی / نفس در دهان گرفتن:سخن نگفتن,,,,
728,87,5,آسوده بر کنار چو پرگار می‌شدم ** دوران چو نقطه عاقبتم در میان گرفت,,,,,,
729,87,6,آن روز شوق ساغر می خرمنم بسوخت ** کاتش ز عکس عارض ساقی در آن گرفت,,خرمن سوختن:بر باد دادن هستی و وجود,,,,
730,87,7,خواهم شدن به کوی مغان آستین فشان ** زین فتنه‌ها که دامن آخرزمان گرفت,,آستین افشاندن:ترک تعلق کردن و بی اعتنایی به امور عادی,کوی مغان:میخانه و خرابات,,,
731,87,8,می خور که هر که آخر کار جهان بدید ** از غم سبک برآمد و رطل گران گرفت,,,,,,دیدن:فهمیدن
732,87,9,بر برگ گل به خون شقایق نوشته‌اند ** کان کس که پخته شد می چون ارغوان گرفت,,پخته شدن:آزموده شدن، با تجربه و دانا شدن,,,,
733,87,10,حافظ چو آب لطف ز نظم تو می‌چکد ** حاسد چگونه نکته تواند بر آن گرفت,لطف:آب,,,,,
734,88,1,شنیده‌ام سخنی خوش که پیر کنعان گفت ** فراق یار نه آن می‌کند که بتوان گفت,,,,,,
735,88,2,حدیث هول قیامت که گفت واعظ شهر ** کنایتیست که از روزگار هجران گفت,,,,,,
736,88,3,نشان یار سفرکرده از که پرسم باز ** که هر چه گفت برید صبا پریشان گفت,صبا:برید,,,,,
737,88,4,فغان که آن مه نامهربان مهرگسل ** به ترک صحبت یاران خود چه آسان گفت,,,مه:معشوق زیبا,,,
738,88,5,من و مقام رضا بعد از این و شکر رقیب ** که دل به درد تو خو کرد و ترک درمان گفت,,,,,,
739,88,6,غم کهن به می سالخورده دفع کنید ** که تخم خوشدلی این است پیر دهقان گفت,,,,,,
740,88,7,گره به باد مزن گر چه بر مراد رود ** که این سخن به مثل باد با سلیمان گفت,,گره بر باد زدن:کار بیهوده و محال کردن,,,,
741,88,8,به مهلتی که سپهرت دهد ز راه مرو ** تو را که گفت که این زال ترک دستان گفت,,,زال:دنیا,,,سپهر:روزگار
742,88,9,مزن ز چون و چرا دم که بنده مقبل ** قبول کرد به جان هر سخن که جانان گفت,,,,,,
743,88,10,که گفت حافظ از اندیشه تو آمد باز ** من این نگفته‌ام آن کس که گفت بهتان گفت,,,,,,
744,89,1,یا رب سببی ساز که یارم به سلامت ** بازآید و برهاندم از بند ملامت,ملامت:بند,,,,,
745,89,2,خاک ره آن یار سفرکرده بیارید ** تا چشم جهان بین کنمش جای اقامت,,,,,,
746,89,3,فریاد که از شش جهتم راه ببستند ** آن خال و خط و زلف و رخ و عارض و قامت,,,,,,
747,89,4,امروز که در دست توام مرحمتی کن ** فردا که شوم خاک چه سود اشک ندامت,,,,,,
748,89,5,ای آن که به تقریر و بیان دم زنی از عشق ** ما با تو نداریم سخن خیر و سلامت,,,,,,
749,89,6,درویش مکن ناله ز شمشیر احبا ** کاین طایفه از کشته ستانند غرامت,,,,,,
750,89,7,در خرقه زن آتش که خم ابروی ساقی ** بر می‌شکند گوشه محراب امامت,,آتش در خرقه زدن:ترک خرقه گفتن و از زهد ریایی گذشتن,,,,برشکستن:از رونق و اعتبار انداختن
751,89,8,حاشا که من از جور و جفای تو بنالم ** بیداد لطیفان همه لطف است و کرامت,,,,,,
752,89,9,کوته نکند بحث سر زلف تو حافظ ** پیوسته شد این سلسله تا روز قیامت,,,,,سلسله:1. بحث و سخن 2. سلسله زلف یار 3. سلسله و گروه عاشقان,سر زلف:زلف
753,90,1,ای هدهد صبا به سبا می‌فرستمت ** بنگر که از کجا به کجا می‌فرستمت,صبا:هدهد,,سبا:دیار معشوق,صبا-سبا,,
754,90,2,حیف است طایری چو تو در خاکدان غم ** زین جا به آشیان وفا می‌فرستمت,,,طایر:صبا و نسیم صبحگاهی/خاکدان غم:دنیای خاکی غم انگیز,,,
755,90,3,در راه عشق مرحله قرب و بعد نیست ** می‌بینمت عیان و دعا می‌فرستمت,,,,,,
756,90,4,هر صبح و شام قافله‌ای از دعای خیر ** در صحبت شمال و صبا می‌فرستمت,,,قافله ای از دعای خیر:باری که بر شتران مینهند.,,,
757,90,5,تا لشکر غمت نکند ملک دل خراب ** جان عزیز خود به نوا می‌فرستمت,دل:ملک,,,,,
758,90,6,ای غایب از نظر که شدی همنشین دل ** می‌گویمت دعا و ثنا می‌فرستمت,,,,,,
759,90,7,در روی خود تفرج صنع خدای کن ** کآیینهٔ خدای نما می‌فرستمت,,,آیینه خدای نما:دل,,,
760,90,8,تا مطربان ز شوق منت آگهی دهند ** قول و غزل به ساز و نوا می‌فرستمت,,,,,,
761,90,9,ساقی بیا که هاتف غیبم به مژده گفت ** با درد صبر کن که دوا می‌فرستمت,,,,,,
762,90,10,حافظ سرود مجلس ما ذکر خیر توست ** بشتاب هان که اسب و قبا می‌فرستمت,,,,,,
763,91,1,ای غایب از نظر به خدا می‌سپارمت ** جانم بسوختی و به دل دوست دارمت,,,,,,
764,91,2,تا دامن کفن نکشم زیر پای خاک ** باور مکن که دست ز دامن بدارمت,,دامن کفن زیر پای خاک کشیدن:مردن و با کفن زیر خاک رفتن,,,,
765,91,3,محراب ابرویت بنما تا سحرگهی ** دست دعا برآرم و در گردن آرمت,,,,,,
766,91,4,گر بایدم شدن سوی هاروت بابلی ** صد گونه جادویی بکنم تا بیارمت,,,,,,
767,91,5,خواهم که پیش میرمت ای بی‌وفا طبیب ** بیمار بازپرس که در انتظارمت,,,طبیب:معشوق/ بیمار:عاشق,,,
768,91,6,صد جوی آب بسته‌ام از دیده بر کنار ** بر بوی تخم مهر که در دل بکارمت,مهر:تخم,,,,,
769,91,7,خونم بریخت وز غم عشقم خلاص داد ** منت پذیر غمزه خنجر گذارمت,,,,,,
770,91,8,می‌گریم و مرادم از این سیل اشکبار ** تخم محبت است که در دل بکارمت,,,,,,
771,91,9,بارم ده از کرم سوی خود تا به سوز دل ** در پای دم به دم گهر از دیده بارمت,,گوهر از دیده باریدن:اشک ریختن,گوهر:اشک,,,
772,91,10,حافظ شراب و شاهد و رندی نه وضع توست ** فی الجمله می‌کنی و فرو می‌گذارمت,,,,,,
773,92,1,میر من خوش می‌روی کاندر سر و پا میرمت ** خوش خرامان شو که پیش قد رعنا میرمت,,,,,,
774,92,2,گفته بودی کی بمیری پیش من تعجیل چیست ** خوش تقاضا می‌کنی پیش تقاضا میرمت,,,,,,
775,92,3,عاشق و مخمور و مهجورم بت ساقی کجاست ** گو که بخرامد که پیش سروبالا میرمت,,,بت:معشق زیبارو,,,
776,92,4,آن که عمری شد که تا بیمارم از سودای او ** گو نگاهی کن که پیش چشم شهلا میرمت,,,,,,شهلا:چشم سیاه
777,92,5,گفته‌ای لعل لبم هم درد بخشد هم دوا ** گاه پیش درد و گه پیش مداوا میرمت,,,,,ددرد:1. درد عشق 2. سخنان تلخ و عتاب آلود معشوق,
778,92,6,خوش خرامان می‌روی چشم بد از روی تو دور ** دارم اندر سر خیال آن که در پا میرمت,,,,,,
779,92,7,گر چه جای حافظ اندر خلوت وصل تو نیست ** ای همه جای تو خوش پیش همه جا میرمت,,,,,همه جا:1. هر جا، هر مکان 2. همه اعضای بدن,
780,93,1,چه لطف بود که ناگاه رشحه قلمت ** حقوق خدمت ما عرضه کرد بر کرمت,,,,,,رشحه قلم:خط و نوشته
781,93,2,به نوک خامه رقم کرده‌ای سلام مرا ** که کارخانه دوران مباد بی رقمت,دوران:کارخانه,,,,رقم:1. علامت و نشانه 2. خط و نوشته 3. مجازاً حکم و فرمان,رقم:حکم و فرمان
782,93,3,نگویم از من بی‌دل به سهو کردی یاد ** که در حساب خرد نیست سهو بر قلمت,,,,,,
783,93,4,مرا ذلیل مگردان به شکر این نعمت ** که داشت دولت سرمد عزیز و محترمت,,,,,,
784,93,5,بیا که با سر زلفت قرار خواهم کرد ** که گر سرم برود برندارم از قدمت,,,,,,
785,93,6,ز حال ما دلت آگه شود مگر وقتی ** که لاله بردمد از خاک کشتگان غمت,,,,,,
786,93,7,روان تشنه ما را به جرعه‌ای دریاب ** چو می‌دهند زلال خضر ز جام جمت,,,زلال خضر:شراب,,,
787,93,8,همیشه وقت تو ای عیسی صبا خوش باد ** که جان حافظ دلخسته زنده شد به دمت,صبا:عیسی,,,,,
788,94,1,زان یار دلنوازم شکریست با شکایت ** گر نکته دان عشقی بشنو تو این حکایت,,,,,,
789,94,2,بی مزد بود و منت هر خدمتی که کردم ** یا رب مباد کس را مخدوم بی عنایت,,,,,,
790,94,3,رندان تشنه لب را آبی نمی‌دهد کس ** گویی ولی شناسان رفتند از این ولایت,,,آب:شراب,,,
791,94,4,در زلف چون کمندش ای دل مپیچ کانجا ** سرها بریده بینی بی جرم و بی جنایت,,,,,,
792,94,5,چشمت به غمزه ما را خون خورد و می‌پسندی ** جانا روا نباشد خونریز را حمایت,,,,,,
793,94,6,در این شب سیاهم گم گشت راه مقصود ** از گوشه‌ای برون آی ای کوکب هدایت,,,شب سیاه:دنیای مادی ظلمانی,,,
794,94,7,از هر طرف که رفتم جز وحشتم نیفزود ** زنهار از این بیابان وین راه بی‌نهایت,,,,,,
795,94,8,ای آفتاب خوبان می‌جوشد اندرونم ** یک ساعتم بگنجان در سایه عنایت,,,آفتاب خوبان:معشوقی که در میان زیبارویان از همه زیباتر است / جوشیدن:اضطراب و التهاب داشتن دل و همه وجود,,,
796,94,9,این راه را نهایت صورت کجا توان بست ** کش صد هزار منزل بیش است در بدایت,,,,,,
797,94,10,هر چند بردی آبم روی از درت نتابم ** جور از حبیب خوشتر کز مدعی رعایت,,,,,,
798,94,11,عشقت رسد به فریاد ار خود به سان حافظ ** قرآن ز بر بخوانی در چارده روایت,,به فریاد رسیدن:نجات دادن و کمک کردن,,,,
799,95,1,مدامم مست می‌دارد نسیم جعد گیسویت ** خرابم می‌کند هر دم فریب چشم جادویت,,,,,,
800,95,2,پس از چندین شکیبایی شبی یا رب توان دیدن ** که شمع دیده افروزیم در محراب ابرویت,دیده:شمع/ ابرو:محراب,افروختن شمع دیده:روشن کردن چشم,,,,
801,95,3,سواد لوح بینش را عزیز از بهر آن دارم ** که جان را نسخه‌ای باشد ز لوح خال هندویت,بینش:لوح / خال هندو:لوح,,,,,
802,95,4,تو گر خواهی که جاویدان جهان یک سر بیارایی ** صبا را گو که بردارد زمانی برقع از رویت,,,,,,
803,95,5,و گر رسم فنا خواهی که از عالم براندازی ** برافشان تا فروریزد هزاران جان ز هر مویت,,,,,,
804,95,6,من و باد صبا مسکین دو سرگردان بی‌حاصل ** من از افسون چشمت مست و او از بوی گیسویت,,,,,,
805,95,7,زهی همت که حافظ راست از دنیی و از عقبی ** نیاید هیچ در چشمش به جز خاک سر کویت,,در چشم آمدن:کنایه از به نظر آمدن، جلب توجه کردن,,,در چشم آمدن:1. به چشم رفتن 2. کنایه از به نظر آمدن، جلب توجه کردن,
806,96,1,درد ما را نیست درمان الغیاث ** هجر ما را نیست پایان الغیاث,,,,,,
807,96,2,دین و دل بردند و قصد جان کنند ** الغیاث از جور خوبان الغیاث,,,,,,
808,96,3,در بهای بوسه‌ای جانی طلب ** می‌کنند این دلستانان الغیاث,,,,,,
809,96,4,خون ما خوردند این کافردلان ** ای مسلمانان چه درمان الغیاث,,خون کسی را خوردن:کشتن و نهایت بی رحمی و کینه توزی نسبت به کسی,,,,
810,96,5,همچو حافظ روز و شب بی خویشتن ** گشته‌ام سوزان و گریان الغیاث,,,,,,
811,97,1,تویی که بر سر خوبان کشوری چون تاج ** سزد اگر همه دلبران دهندت باج,,باج دادن:مطیع و فرمانبردار شدن,,,,
812,97,2,دو چشم شوخ تو برهم زده خطا و حبش ** به چین زلف تو ماچین و هند داده خراج,,,خطا و حبش:سفیدی و سیاهی چشم,,خطا و حبش:1. ولایت خطا و بحش 2. استعاره از سفیدی و سیاهی چشم / خطا و حبش را بر هم زدن:1. سپیدی و سیاهی را کنار هم آوردن 2. ولایت خطا و حبش را آشفته کردن و بر هم زدن,
813,97,3,بیاض روی تو روشن چو عارض رخ روز ** سواد زلف سیاه تو هست ظلمت داج,,,,,,
814,97,4,دهان شهد تو داده رواج آب خضر ** لب چو قند تو برد از نبات مصر رواج,,,,,,
815,97,5,از این مرض به حقیقت شفا نخواهم یافت ** که از تو درد دل ای جان نمی‌رسد به علاج,,,,,,
816,97,6,چرا همی‌شکنی جان من ز سنگ دلی ** دل ضعیف که باشد به نازکی چو زجاج,,,,,,
817,97,7,لب تو خضر و دهان تو آب حیوان است ** قد تو سرو و میان موی و بر به هیئت عاج,,,,,,
818,97,8,فتاد در دل حافظ هوای چون تو شهی ** کمینه ذره خاک در تو بودی کاج,,,,,,
819,98,1,اگر به مذهب تو خون عاشق است مباح ** صلاح ما همه آن است کان تو راست صلاح,,,,,,
820,98,2,سواد زلف سیاه تو جاعل الظلمات ** بیاض روی چو ماه تو فالق الاصباح,,,,,,
821,98,3,ز چین زلف کمندت کسی نیافت خلاص ** از آن کمانچه ابرو و تیر چشم نجاح,زلف:کمند / ابرو:کمانچه,,تیر چشم:غمزه و عتاب,,,
822,98,4,ز دیده‌ام شده یک چشمه در کنار روان ** که آشنا نکند در میان آن ملاح,,,,,,
823,98,5,لب چو آب حیات تو هست قوت جان ** وجود خاکی ما را از اوست ذکر رواح,,,,,,
824,98,6,بداد لعل لبت بوسه‌ای به صد زاری ** گرفت کام دلم ز او به صد هزار الحاح,لب:لعل,,,,,
825,98,7,دعای جان تو ورد زبان مشتاقان ** همیشه تا که بود متصل مسا و صباح,,,,,,
826,98,8,صلاح و توبه و تقوی ز ما مجو حافظ ** ز رند و عاشق و مجنون کسی نیافت صلاح,,,,,,
827,99,1,دل من در هوای روی فرخ ** بود آشفته همچون موی فرخ,,,,,,
828,99,2,بجز هندوی زلفش هیچ کس نیست ** که برخوردار شد از روی فرخ,زلف:غلام سیاه,,,,,هندو:غلام سیاه
829,99,3,سیاهی نیکبخت است آن که دایم ** بود همراز و هم زانوی فرخ,,سیاه:هندوی زلف,,,,
830,99,4,شود چون بید لرزان سرو آزاد ** اگر بیند قد دلجوی فرخ,,,,,,
831,99,5,بده ساقی شراب ارغوانی ** به یاد نرگس جادوی فرخ,,,,,,
832,99,6,دوتا شد قامتم همچون کمانی ** ز غم پیوسته چون ابروی فرخ,,,,,,
833,99,7,نسیم مشک تاتاری خجل کرد ** شمیم زلف عنبربوی فرخ,,,,,,
834,99,8,اگر میل دل هر کس به جایست ** بود میل دل من سوی فرخ,,,,,,
835,99,9,غلام همت آنم که باشد ** چو حافظ بنده و هندوی فرخ,,غلام همت کسی بودن:مرید همت بلند کسی بودن و خود را در برابر کسی کوچک کردن,,,,هندو:غلام سیاه
836,100,1,دی پیر می فروش که ذکرش به خیر باد ** گفتا شراب نوش و غم دل ببر ز یاد,,,,,,
837,100,2,گفتم به باد می‌دهدم باده نام و ننگ ** گفتا قبول کن سخن و هر چه باد باد,,به باد دادن:نابود کردن و از دست دادن,,,,
838,100,3,سود و زیان و مایه چو خواهد شدن ز دست ** از بهر این معامله غمگین مباش و شاد,,,,,معامله:1. داد و ستد 2. باده نوشی,
839,100,4,بادت به دست باشد اگر دل نهی به هیچ ** در معرضی که تخت سلیمان رود به باد,,باد به دست بودن:بی حاصل و بی بهره بودن/ دل نهادن:دل بسته شدن / هیچ:دنیا,معرض:دنیا,,به باد رفتن تخت سلیمان:1. نابود شدن تخت سلیمان 2. اشاره به مرکب بودن باد برای سلیمان,
840,100,5,حافظ گرت ز پند حکیمان ملالت است ** کوته کنیم قصه که عمرت دراز باد,,,,,,
841,101,1,شراب و عیش نهان چیست کار بی‌بنیاد ** زدیم بر صف رندان و هر چه بادا باد,,,,,,
842,101,2,گره ز دل بگشا و از سپهر یاد مکن ** که فکر هیچ مهندس چنین گره نگشاد,,گره از دل گشادن:غم و غصه را از دل بردن,,,,
843,101,3,ز انقلاب زمانه عجب مدار که چرخ ** از این فسانه هزاران هزار دارد یاد,,,,,,
844,101,4,قدح به شرط ادب گیر زان که ترکیبش ** ز کاسه سر جمشید و بهمن است و قباد,,,,,,
845,101,5,که آگه است که کاووس و کی کجا رفتند ** که واقف است که چون رفت تخت جم بر باد,,,,,بر باد رفتن تخت جم:1. اشاره به تحت فرمان بودن باد برای سلیمان و بردن تخت و شادروان او به هر سو 2. نابود شدن و بر باد رفتن تخت سلیمان 3. از بین رفتن تخت جمشید,
846,101,6,ز حسرت لب شیرین هنوز می‌بینم ** که لاله می‌دمد از خون دیده فرهاد,,,,,,
847,101,7,مگر که لاله بدانست بی‌وفایی دهر ** که تا بزاد و بشد جام می ز کف ننهاد,,,,,,
848,101,8,بیا بیا که زمانی ز می خراب شویم ** مگر رسیم به گنجی در این خراب آباد,,,,خراب-خراب,,
849,101,9,نمی‌دهند اجازت مرا به سیر سفر ** نسیم باد مصلا و آب رکن آباد,,,,,,
850,101,10,قدح مگیر چو حافظ مگر به ناله چنگ ** که بسته‌اند بر ابریشم طرب دل شاد,طرب:ابریشم,,,,,
851,102,1,دوش آگهی ز یار سفرکرده داد باد ** من نیز دل به باد دهم هر چه باد باد,,دل به باد دادن:بی دل و بی قرار شدن,,باد-باد/باد-باد,دل به باد دادن:1. دل را به عنوان مژدگانی به باد دادن 2. کنایه از بی دل و بی قرار شدن,
852,102,2,کارم بدان رسید که همراز خود کنم ** هر شام برق لامع و هر بامداد باد,,,,,,
853,102,3,در چین طره تو دل بی حفاظ من ** هرگز نگفت مسکن مالوف یاد باد,,,,,,
854,102,4,امروز قدر پند عزیزان شناختم ** یا رب روان ناصح ما از تو شاد باد,,,,,,
855,102,5,خون شد دلم به یاد تو هر گه که در چمن ** بند قبای غنچه گل می‌گشاد باد,,گشوده شدن بند قبای غنچه گل:شکفته شدن غنچه گل,قبا:کاسبرگهای غنچه,,,چمن:باغ
856,102,6,از دست رفته بود وجود ضعیف من ** صبحم به بوی وصل تو جان بازداد باد,,,,,بو:1. امید و آرزو 2. رایحه,
857,102,7,حافظ نهاد نیک تو کامت برآورد ** جان‌ها فدای مردم نیکونهاد باد,,,,,,
858,103,1,روز وصل دوستداران یاد باد ** یاد باد آن روزگاران یاد باد,,,,,,
859,103,2,کامم از تلخی غم چون زهر گشت ** بانگ نوش شادخواران یاد باد,,,,,,
860,103,3,گر چه یاران فارغند از یاد من ** از من ایشان را هزاران یاد باد,,,,,,
861,103,4,مبتلا گشتم در این بند و بلا ** کوشش آن حق گزاران یاد باد,,,,,,
862,103,5,گر چه صد رود است در چشمم مدام ** زنده رود باغ کاران یاد باد,,,رود:اشک,,,
863,103,6,راز حافظ بعد از این ناگفته ماند ** ای دریغا رازداران یاد باد,,,,,,
864,104,1,جمالت آفتاب هر نظر باد ** ز خوبی روی خوبت خوبتر باد,,,,,,جمال:نور و روشنی
865,104,2,همای زلف شاهین شهپرت را ** دل شاهان عالم زیر پر باد,,,,,,
866,104,3,کسی کو بسته زلفت نباشد ** چو زلفت درهم و زیر و زبر باد,,,,,,
867,104,4,دلی کو عاشق رویت نباشد ** همیشه غرقه در خون جگر باد,,خون جگر:غم و غصه,,,,
868,104,5,بتا چون غمزه‌ات ناوک فشاند ** دل مجروح من پیشش سپر باد,,,بتا:معشوق زیبارو / ناوک:مژگان و نگاه معشوق,,,
869,104,6,چو لعل شکرینت بوسه بخشد ** مذاق جان من ز او پرشکر باد,,,لعل:لب معشوق,,,
870,104,7,مرا از توست هر دم تازه عشقی ** تو را هر ساعتی حسنی دگر باد,,,,,,
871,104,8,به جان مشتاق روی توست حافظ ** تو را در حال مشتاقان نظر باد,,,,,,
872,105,1,صوفی ار باده به اندازه خورد نوشش باد ** ور نه اندیشه این کار فراموشش باد,,,,,,
873,105,2,آن که یک جرعه می از دست تواند دادن ** دست با شاهد مقصود در آغوشش باد,مقصود:شاهد,آن که:صوفی,,,شاهد مقصود:1. معشوق مورد نظر 2. آرزو و هدف زیبا به مانند معشوق,
874,105,3,پیر ما گفت خطا بر قلم صنع نرفت ** آفرین بر نظر پاک خطاپوشش باد,,,,,,
875,105,4,شاه ترکان سخن مدعیان می‌شنود ** شرمی از مظلمه خون سیاووشش باد,,شاه ترکان:شاه شجاع,,,,
876,105,5,گر چه از کبر سخن با من درویش نگفت ** جان فدای شکرین پسته خاموشش باد,,,درویش:شاعر / شکرین پسته:لبان شیرین یار,,,
877,105,6,چشمم از آینه داران خط و خالش گشت ** لبم از بوسه ربایان بر و دوشش باد,,,,,,
878,105,7,نرگس مست نوازش کن مردم دارش ** خون عاشق به قدح گر بخورد نوشش باد,,,,,مردم دار:1. آنکه مردمداری میکند، بذله گو و خوش سخن 2. مردمک چشم,
879,105,8,به غلامی تو مشهور جهان شد حافظ ** حلقه بندگی زلف تو در گوشش باد,,,,,,
880,106,1,تنت به ناز طبیبان نیازمند مباد ** وجود نازکت آزرده گزند مباد,,,,ناز-نازک,,
881,106,2,سلامت همه آفاق در سلامت توست ** به هیچ عارضه شخص تو دردمند مباد,,آفاق:جهان و مردم آن,,,,
882,106,3,جمال صورت و معنی ز امن صحت توست ** که ظاهرت دژم و باطنت نژند مباد,,,,,,
883,106,4,در این چمن چو درآید خزان به یغمایی ** رهش به سرو سهی قامت بلند مباد,,,در این چمن:شیراز / خزان:فنا و نیستی,,,
884,106,5,در آن بساط که حسن تو جلوه آغازد ** مجال طعنه بدبین و بدپسند مباد,,,,,,
885,106,6,هر آن که روی چو ماهت به چشم بد بیند ** بر آتش تو به جز جان او سپند مباد,,,,,,
886,106,7,شفا ز گفته شکرفشان حافظ جوی ** که حاجتت به علاج گلاب و قند مباد,,گفته شکرفشان:شعر شیرین شاعر,,,,
887,107,1,حسن تو همیشه در فزون باد ** رویت همه ساله لاله گون باد,,,,,,
888,107,2,اندر سر ما خیال عشقت ** هر روز که باد در فزون باد,,,,,,
889,107,3,هر سرو که در چمن درآید ** در خدمت قامتت نگون باد,,,,,,چمن:باغ
890,107,4,چشمی که نه فتنه تو باشد ** چون گوهر اشک غرق خون باد,اشک:گوهر,,,,,
891,107,5,چشم تو ز بهر دلربایی ** در کردن سحر ذوفنون باد,,,,,,
892,107,6,هر جا که دلیست در غم تو ** بی صبر و قرار و بی سکون باد,,,,,,
893,107,7,قد همه دلبران عالم ** پیش الف قدت چو نون باد,قد:الف,,,,,
894,107,8,هر دل که ز عشق توست خالی ** از حلقه وصل تو برون باد,,,,,,
895,107,9,لعل تو که هست جان حافظ ** دور از لب مردمان دون باد,,,لعل:لب معشوق,,,
896,108,1,خسروا گوی فلک در خم چوگان تو باد ** ساحت کون و مکان عرصه میدان تو باد,فلک:گوی,,,,,
897,108,2,زلف خاتون ظفر شیفته پرچم توست ** دیده فتح ابد عاشق جولان تو باد,ظفر:خاتون,,,,,
898,108,3,ای که انشاء عطارد صفت شوکت توست ** عقل کل چاکر طغراکش دیوان تو باد,,,,,,
899,108,4,طیره جلوه طوبی قد چون سرو تو شد ** غیرت خلد برین ساحت بستان تو باد,,,,,,
900,108,5,نه به تنها حیوانات و نباتات و جماد ** هر چه در عالم امر است به فرمان تو باد,,,,,,
901,109,1,دیر است که دلدار پیامی نفرستاد ** ننوشت سلامی و کلامی نفرستاد,,,,,,
902,109,2,صد نامه فرستادم و آن شاه سواران ** پیکی ندوانید و سلامی نفرستاد,,,,,,
903,109,3,سوی من وحشی صفت عقل رمیده ** آهوروشی کبک خرامی نفرستاد,,,,,,
904,109,4,دانست که خواهد شدنم مرغ دل از دست ** وز آن خط چون سلسله دامی نفرستاد,دل:مرغ,,,,,
905,109,5,فریاد که آن ساقی شکرلب سرمست ** دانست که مخمورم و جامی نفرستاد,,,,,,
906,109,6,چندان که زدم لاف کرامات و مقامات ** هیچم خبر از هیچ مقامی نفرستاد,,,,,,
907,109,7,حافظ به ادب باش که واخواست نباشد ** گر شاه پیامی به غلامی نفرستاد,,,,,,
908,110,1,پیرانه سرم عشق جوانی به سر افتاد ** وان راز که در دل بنهفتم به درافتاد,,,,,,
909,110,2,از راه نظر مرغ دلم گشت هواگیر ** ای دیده نگه کن که به دام که درافتاد,دل:مرغ,,,,هواگیر:1. اوج گیرنده، پرواز کننده 2. در هوا گرفته، شکار شده در هوا 3. دچار هوا (عشق) شده، عاشق گشته.,
910,110,3,دردا که از آن آهوی مشکین سیه چشم ** چون نافه بسی خون دلم در جگر افتاد,,خون دل در جگر افتادن:رنج بسیار بردن و غمگین شدن,آهوی مشکین سیه چشم:معشوق سیاه چشم آهورفتار,,,نافه:بوی خوش
911,110,4,از رهگذر خاک سر کوی شما بود ** هر نافه که در دست نسیم سحر افتاد,,,,,رهگذر:1. از کوی، از راه 2. به سبب نافه,
912,110,5,مژگان تو تا تیغ جهانگیر برآورد ** بس کشته دل زنده که بر یک دگر افتاد,,,,,کشته:1. کشته شده، مرده 2. شیفته و عاشق,
913,110,6,بس تجربه کردیم در این دیر مکافات ** با دردکشان هر که درافتاد برافتاد,,باده نوشان قهار:رندان عاشق پیشه,دیر مکافات:دنیا,,,
914,110,7,گر جان بدهد سنگ سیه لعل نگردد ** با طینت اصلی چه کند بدگهر افتاد,,جان دادن:بسیار تلاش کردن و نهایت سعی و کوشش نمودن,,,,
915,110,8,حافظ که سر زلف بتان دست کشش بود ** بس طرفه حریفیست کش اکنون به سر افتاد,,,,,دستکش:1. بازیچه و ملعبه 2. نوازش کننده با دست 3. هدایتگر و راهنما / به سر افتادن:1. به نظر رسیدن 2. با سر به زمین خوردن,
